id,url,airframe,make,model,category,categoryReadable,callsign,registration,operatorId,operatorName
78,https://arena.nafc.org.au/resource/api/ext/aircraft/78,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3E,RotType3,RW - Type 3 Light,FIREBIRD 734,VH-ULT,30,Tasmanian Helicopters Pty Ltd
1595,https://arena.nafc.org.au/resource/api/ext/aircraft/1595,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3E,RotType3,RW - Type 3 Light,FIREBIRD 735,VH-UWT,30,Tasmanian Helicopters Pty Ltd
523,https://arena.nafc.org.au/resource/api/ext/aircraft/523,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B2,RotType3,RW - Type 3 Light,FIREBIRD 740,VH-NYC,170,Osborne Aviation Services Pty Ltd
1705,https://arena.nafc.org.au/resource/api/ext/aircraft/1705,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 742,VH-NYZ,170,Osborne Aviation Services Pty Ltd
2863,https://arena.nafc.org.au/resource/api/ext/aircraft/2863,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3E,RotType3,RW - Type 3 Light,FIREBIRD 745,VH-ZGT,30,Tasmanian Helicopters Pty Ltd
387,https://arena.nafc.org.au/resource/api/ext/aircraft/387,HELICOPTER,EUROCOPTER,AS 350 BA,RotType3,RW - Type 3 Light,FIREBIRD 801,VH-HQO,131,Aerotech Helicopters
1559,https://arena.nafc.org.au/resource/api/ext/aircraft/1559,HELICOPTER,EUROCOPTER,EC 130 B4,RotType3,RW - Type 3 Light,FIREBIRD 802,VH-HQL,131,Aerotech Helicopters
2811,https://arena.nafc.org.au/resource/api/ext/aircraft/2811,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,FIREBIRD 807,VH-NDY,430,Airborne Solutions
2342,https://arena.nafc.org.au/resource/api/ext/aircraft/2342,HELICOPTER,EUROCOPTER,AS 350 B3,RotType3,RW - Type 3 Light,FIREBIRD 831,VH-UHL,531,HM Air Services
2261,https://arena.nafc.org.au/resource/api/ext/aircraft/2261,HELICOPTER,EUROCOPTER FRANCE,AS.350B2,RotType3,RW - Type 3 Light,FIREBIRD 856,VH-MHW,510,Remote Helicopters Australia
1648,https://arena.nafc.org.au/resource/api/ext/aircraft/1648,HELICOPTER,EUROCOPTER,AS350B2,RotType3,RW - Type 3 Light,FIREBIRD 870,VH-JRU,9,Jayrow Helicopters Pty. Ltd.
603,https://arena.nafc.org.au/resource/api/ext/aircraft/603,FIXED_WING,GATES LEARJET CORP,35A,FixOther,FW - Other,FIRESCAN 121,VH-LRX,62,Air Affairs Australia Pty Ltd
2381,https://arena.nafc.org.au/resource/api/ext/aircraft/2381,FIXED_WING,GATES LEARJET CORP,36A,FixOther,FW - Other,FIRESCAN 122,VH-LJA,62,Air Affairs Australia Pty Ltd
1021,https://arena.nafc.org.au/resource/api/ext/aircraft/1021,FIXED_WING,GATES LEARJET CORP,35A,FixOther,FW - Other,FIRESCAN 123,VH-LJJ,62,Air Affairs Australia Pty Ltd
1436,https://arena.nafc.org.au/resource/api/ext/aircraft/1436,FIXED_WING,GATES LEARJET CORP,36A,FixOther,FW - Other,FIRESCAN 124,VH-SLF,62,Air Affairs Australia Pty Ltd
148,https://arena.nafc.org.au/resource/api/ext/aircraft/148,FIXED_WING,BEECH AIRCRAFT CORP,B200T,FixOther,FW - Other,FIRESCAN 125,VH-LAB,62,Air Affairs Australia Pty Ltd
1955,https://arena.nafc.org.au/resource/api/ext/aircraft/1955,FIXED_WING,BEECH AIRCRAFT CORP,200,FixOther,FW - Other,FIRESCAN 126,VH-ZMP,62,Air Affairs Australia Pty Ltd
2608,https://arena.nafc.org.au/resource/api/ext/aircraft/2608,FIXED_WING,GATES LEARJET CORP,35A,FixOther,FW - Other,FIRESCAN 127,VH-LJQ,62,Air Affairs Australia Pty Ltd
2000,https://arena.nafc.org.au/resource/api/ext/aircraft/2000,FIXED_WING,CESSNA AIRCRAFT COMPANY,560,FixOther,FW - Other,FIRESCAN 200,N135CG,93,NSW Rural Fire Service - State Air Desk
2347,https://arena.nafc.org.au/resource/api/ext/aircraft/2347,FIXED_WING,CESSNA AIRCRAFT COMPANY,560,FixOther,FW - Other,FIRESCAN 200,VH-VJT,118,Coulson Aviation (Australia) Pty
1999,https://arena.nafc.org.au/resource/api/ext/aircraft/1999,FIXED_WING,CESSNA AIRCRAFT COMPANY,560,FixOther,FW - Other,FIRESCAN 201,N40HT,93,NSW Rural Fire Service - State Air Desk
2353,https://arena.nafc.org.au/resource/api/ext/aircraft/2353,FIXED_WING,CESSNA AIRCRAFT COMPANY,560,FixOther,FW - Other,FIRESCAN 201,VH-VJO,118,Coulson Aviation (Australia) Pty
2506,https://arena.nafc.org.au/resource/api/ext/aircraft/2506,FIXED_WING,CESSNA AIRCRAFT COMPANY,550,FixOther,FW - Other,FIRESCAN 207,N550CG,118,Coulson Aviation (Australia) Pty
2611,https://arena.nafc.org.au/resource/api/ext/aircraft/2611,FIXED_WING,CESSNA AIRCRAFT COMPANY,550,FixOther,FW - Other,FIRESCAN 208,N552CG,118,Coulson Aviation (Australia) Pty
425,https://arena.nafc.org.au/resource/api/ext/aircraft/425,FIXED_WING,CESSNA AIRCRAFT COMPANY,R172K,FixAas,FW - AAS / Recce,FIRESPOTTER 207,VH-BGD,142,Merit Aviation
30,https://arena.nafc.org.au/resource/api/ext/aircraft/30,FIXED_WING,CESSNA AIRCRAFT COMPANY,182N,FixAas,FW - AAS / Recce,FIRESPOTTER 211,VH-EIP,4,Fleet Helicopters
261,https://arena.nafc.org.au/resource/api/ext/aircraft/261,FIXED_WING,CESSNA AIRCRAFT COMPANY,172RG,FixAas,FW - AAS / Recce,FIRESPOTTER 217,VH-BOY,88,Merimbula Air Services
260,https://arena.nafc.org.au/resource/api/ext/aircraft/260,FIXED_WING,PIPER AIRCRAFT CORP,PA-32-300,FixOther,FW - Other,FIRESPOTTER 218,VH-LFX,88,Merimbula Air Services
204,https://arena.nafc.org.au/resource/api/ext/aircraft/204,FIXED_WING,PARTENAVIA COSTRUZIONI AERONAUTICHE SPA,P.68 OBSERVER,FixAas,FW - AAS / Recce,FIRESPOTTER 222,VH-PGN,73,Observe Air Pty Ltd
197,https://arena.nafc.org.au/resource/api/ext/aircraft/197,FIXED_WING,GIPPSLAND AERONAUTICS PTY LTD,GA-8,FixAas,FW - AAS / Recce,FIRESPOTTER 239,VH-VEX,72,Skycroppers
2376,https://arena.nafc.org.au/resource/api/ext/aircraft/2376,FIXED_WING,CESSNA AIRCRAFT COMPANY,182S,FixAas,FW - AAS / Recce,FIRESPOTTER 240,VH-UPT,142,Merit Aviation
2752,https://arena.nafc.org.au/resource/api/ext/aircraft/2752,FIXED_WING,CESSNA AIRCRAFT COMPANY,182S,FixAas,FW - AAS / Recce,FIRESPOTTER 240,VH-UPT,592,Learn2Fly	 CromAir
368,https://arena.nafc.org.au/resource/api/ext/aircraft/368,FIXED_WING,CESSNA AIRCRAFT COMPANY,206H,FixAas,FW - AAS / Recce,FIRESPOTTER 250,VH-TAW,96,Australia by Air
13,https://arena.nafc.org.au/resource/api/ext/aircraft/13,FIXED_WING,CESSNA AIRCRAFT COMPANY,182T,FixAas,FW - AAS / Recce,FIRESPOTTER 265,VH-BXO,7,Curtis Aviation (NSW) Pty Limited
49,https://arena.nafc.org.au/resource/api/ext/aircraft/49,FIXED_WING,CESSNA AIRCRAFT COMPANY,182T,FixAas,FW - AAS / Recce,FIRESPOTTER 268,VH-BMX,7,Curtis Aviation (NSW) Pty Limited
424,https://arena.nafc.org.au/resource/api/ext/aircraft/424,FIXED_WING,CESSNA AIRCRAFT COMPANY,172N,FixAas,FW - AAS / Recce,FIRESPOTTER 274,VH-FLW,101,Inverell Aviation
122,https://arena.nafc.org.au/resource/api/ext/aircraft/122,FIXED_WING,CESSNA AIRCRAFT COMPANY,182K,FixAas,FW - AAS / Recce,FIRESPOTTER 279,VH-KON,60,PAY'S AIR SERVICE PTY LTD
679,https://arena.nafc.org.au/resource/api/ext/aircraft/679,FIXED_WING,CESSNA AIRCRAFT COMPANY,182P,FixAas,FW - AAS / Recce,FIRESPOTTER 290,VH-HXI,202,Thomas Aviation
2012,https://arena.nafc.org.au/resource/api/ext/aircraft/2012,FIXED_WING,CESSNA AIRCRAFT COMPANY,182Q,FixAas,FW - AAS / Recce,FIRESPOTTER 291,VH-TXP,202,Thomas Aviation
767,https://arena.nafc.org.au/resource/api/ext/aircraft/767,FIXED_WING,CESSNA AIRCRAFT COMPANY,210L,FixAas,FW - AAS / Recce,FIRESPOTTER 385,VH-YEF,256,Ramair Flying Services
793,https://arena.nafc.org.au/resource/api/ext/aircraft/793,FIXED_WING,CESSNA AIRCRAFT COMPANY,172N,FixAas,FW - AAS / Recce,FIRESPOTTER 386,VH-ITY,249,Air Charter Today
745,https://arena.nafc.org.au/resource/api/ext/aircraft/745,FIXED_WING,CESSNA AIRCRAFT COMPANY,R182,FixAas,FW - AAS / Recce,FIRESPOTTER 388,VH-HWV,249,Air Charter Today
575,https://arena.nafc.org.au/resource/api/ext/aircraft/575,FIXED_WING,CESSNA AIRCRAFT COMPANY,R182,FixAas,FW - AAS / Recce,FIRESPOTTER 395,VH-TSX,140,AeroVision
752,https://arena.nafc.org.au/resource/api/ext/aircraft/752,FIXED_WING,CESSNA AIRCRAFT COMPANY,210R,FixAas,FW - AAS / Recce,FIRESPOTTER 397,VH-JGU,255,Wrightsair
1028,https://arena.nafc.org.au/resource/api/ext/aircraft/1028,FIXED_WING,CESSNA AIRCRAFT COMPANY,182D,FixAas,FW - AAS / Recce,FIRESPOTTER 403,VH-RDQ,97,R-MACH Aviation Pty Ltd
2623,https://arena.nafc.org.au/resource/api/ext/aircraft/2623,FIXED_WING,CESSNA AIRCRAFT COMPANY,185A,FixAas,FW - AAS / Recce,FIRESPOTTER 404,VH-YME,97,R-MACH Aviation Pty Ltd
2260,https://arena.nafc.org.au/resource/api/ext/aircraft/2260,FIXED_WING,CESSNA AIRCRAFT COMPANY,R182,FixAas,FW - AAS / Recce,FIRESPOTTER 405,VH-EHM,205,Executive Helicopters
276,https://arena.nafc.org.au/resource/api/ext/aircraft/276,FIXED_WING,CESSNA AIRCRAFT COMPANY,210-5,FixAas,FW - AAS / Recce,FIRESPOTTER 407,VH-CWL,94,Smart Air Services
384,https://arena.nafc.org.au/resource/api/ext/aircraft/384,FIXED_WING,CESSNA AIRCRAFT COMPANY,180H,FixAas,FW - AAS / Recce,FIRESPOTTER 409,VH-WSD,13,Jones Air
428,https://arena.nafc.org.au/resource/api/ext/aircraft/428,FIXED_WING,CESSNA AIRCRAFT COMPANY,210M,FixAas,FW - AAS / Recce,FIRESPOTTER 416,VH-KSE,92,South West Air Service Pty Ltd
586,https://arena.nafc.org.au/resource/api/ext/aircraft/586,FIXED_WING,CESSNA AIRCRAFT COMPANY,182R,FixAas,FW - AAS / Recce,FIRESPOTTER 417,VHJCU,179,Darling Downs Aero Club Limited
273,https://arena.nafc.org.au/resource/api/ext/aircraft/273,FIXED_WING,CESSNA AIRCRAFT COMPANY,A185F,FixAas,FW - AAS / Recce,FIRESPOTTER 418,VH-CWH,92,South West Air Service Pty Ltd
438,https://arena.nafc.org.au/resource/api/ext/aircraft/438,FIXED_WING,CESSNA AIRCRAFT COMPANY,U206G,FixAas,FW - AAS / Recce,FIRESPOTTER 420,VH-SSS,92,South West Air Service Pty Ltd
2796,https://arena.nafc.org.au/resource/api/ext/aircraft/2796,FIXED_WING,TEXTRON AVIATION INC.,208,null,Unspecified,FIRESPOTTER 422,VH-NPZ,570,ImageAir
2800,https://arena.nafc.org.au/resource/api/ext/aircraft/2800,FIXED_WING,TEXTRON AVIATION INC.,208,null,Unspecified,FIRESPOTTER 422,VH-NPZ,5,Kennedy Air Ag Pty Ltd
455,https://arena.nafc.org.au/resource/api/ext/aircraft/455,FIXED_WING,CESSNA AIRCRAFT COMPANY,182Q,FixAas,FW - AAS / Recce,FIRESPOTTER 432,VH-TRE,148,Queensland Aircraft Charter
332,https://arena.nafc.org.au/resource/api/ext/aircraft/332,FIXED_WING,CESSNA AIRCRAFT COMPANY,210H,FixAas,FW - AAS / Recce,FIRESPOTTER 436,VH-LWH,65,Precision Aerial Meandarra
2271,https://arena.nafc.org.au/resource/api/ext/aircraft/2271,FIXED_WING,CESSNA AIRCRAFT COMPANY,208,FixAas,FW - AAS / Recce,FIRESPOTTER 437,VH-LMZ,165,CENTRAL HIGHLANDS AERIAL SERVICES PTY LTD
2646,https://arena.nafc.org.au/resource/api/ext/aircraft/2646,FIXED_WING,CESSNA AIRCRAFT COMPANY,208,FixAas,FW - AAS / Recce,FIRESPOTTER 437,VH-LMZ,581,THOMSON AIRBORNE PTY LTD
367,https://arena.nafc.org.au/resource/api/ext/aircraft/367,FIXED_WING,CESSNA AIRCRAFT COMPANY,182N,FixAas,FW - AAS / Recce,FIRESPOTTER 506,VH-LMG,122,Lincoln Air Charter
337,https://arena.nafc.org.au/resource/api/ext/aircraft/337,FIXED_WING,CESSNA AIRCRAFT COMPANY,182S,FixAas,FW - AAS / Recce,FIRESPOTTER 510,VH-CXZ,110,Aerotech 1st Response
395,https://arena.nafc.org.au/resource/api/ext/aircraft/395,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,FIRESPOTTER 555,VH-TWX,60,PAY'S AIR SERVICE PTY LTD
863,https://arena.nafc.org.au/resource/api/ext/aircraft/863,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,FIRESPOTTER 555,VH-TWX,270,Broome Aviation
1914,https://arena.nafc.org.au/resource/api/ext/aircraft/1914,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,FIRESPOTTER 555,VH-TWX,265,Vortex Air Pty Ltd
2832,https://arena.nafc.org.au/resource/api/ext/aircraft/2832,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,FIRESPOTTER 555,VH-TWX,110,Aerotech 1st Response
2851,https://arena.nafc.org.au/resource/api/ext/aircraft/2851,FIXED_WING,GIPPSLAND AERONAUTICS PTY. LTD.,GA8 ,FixAas,FW - AAS / Recce,FSR-(F/W),ZK-FSR,493,South Pacific Helicopters/Wings over Whales
2512,https://arena.nafc.org.au/resource/api/ext/aircraft/2512,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,HAA-(B2),ZK-HAA,496,Wanaka Helicopters Limited
2514,https://arena.nafc.org.au/resource/api/ext/aircraft/2514,HELICOPTER,MCDONNELL DOUGLAS HELICOPTER COMPANY,369E,RotType3,RW - Type 3 Light,HAC-(500),ZK-HAC,496,Wanaka Helicopters Limited
2087,https://arena.nafc.org.au/resource/api/ext/aircraft/2087,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,HAH-(B2),ZK-HAH,455,Aspiring Helicopters Limited
2073,https://arena.nafc.org.au/resource/api/ext/aircraft/2073,HELICOPTER,MCDONNELL DOUGLAS HELICOPTER COMPANY,MD530F,RotType3,RW - Type 3 Light,HAS-(500),ZK-HAS,451,Air West Helicopters Limited
2530,https://arena.nafc.org.au/resource/api/ext/aircraft/2530,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,HBA-(B2),ZK-HBA,466,Helicopters Hawkes Bay
2202,https://arena.nafc.org.au/resource/api/ext/aircraft/2202,HELICOPTER,EUROCOPTER,EC 130 B4,RotType3,RW - Type 3 Light,HBE-(EC130),ZK-HBE,493,South Pacific Helicopters/Wings over Whales
2127,https://arena.nafc.org.au/resource/api/ext/aircraft/2127,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,HBJ-(JR),ZK-HBJ,466,Helicopters Hawkes Bay
2576,https://arena.nafc.org.au/resource/api/ext/aircraft/2576,HELICOPTER,KAWASAKI HEAVY INDUSTRIES	 LTD.,BK117 B-2,RotType2,RW - Type 2 Medium,HBK-(BK),ZK-HBK,532,Helisika Helicopters
2076,https://arena.nafc.org.au/resource/api/ext/aircraft/2076,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,HBN-(B2),ZK-HBN,452,Alpine Helicopters
2239,https://arena.nafc.org.au/resource/api/ext/aircraft/2239,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,HBT-(B2),ZK-HBT,503,High Country Helicopters Limited
2237,https://arena.nafc.org.au/resource/api/ext/aircraft/2237,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,HCH-(JR),ZK-HCH,502,Heli Resources 2012 Limited
2240,https://arena.nafc.org.au/resource/api/ext/aircraft/2240,HELICOPTER,HUGHES HELICOPTERS,369D,RotType3,RW - Type 3 Light,HCM-(500),ZK-HCM,503,High Country Helicopters Limited
2740,https://arena.nafc.org.au/resource/api/ext/aircraft/2740,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,HCP-(B2),ZK-HCP,496,Wanaka Helicopters Limited
2083,https://arena.nafc.org.au/resource/api/ext/aircraft/2083,HELICOPTER,EUROCOPTER,AS 350 B3,RotType3,RW - Type 3 Light,HCQ-(B3),ZK-HCQ,454,Anderson Helicopters Limited
2537,https://arena.nafc.org.au/resource/api/ext/aircraft/2537,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,HCW-(B2),ZK-HCW,563,Advanced Flight Limited
2098,https://arena.nafc.org.au/resource/api/ext/aircraft/2098,HELICOPTER,EUROCOPTER,AS 350 BA,RotType3,RW - Type 3 Light,HDB-(BA),ZK-HDB,458,Central South Island Helicopters Limited
2368,https://arena.nafc.org.au/resource/api/ext/aircraft/2368,HELICOPTER,EUROCOPTER,AS.350B2,RotType3,RW - Type 3 Light,HDL-(B2),ZK-HDL,549,MacKenzie Helicopters Limited
2099,https://arena.nafc.org.au/resource/api/ext/aircraft/2099,HELICOPTER,MCDONNELL DOUGLAS HELICOPTER COMPANY,520N,RotType3,RW - Type 3 Light,HDN-(520N),ZK-HDN,458,Central South Island Helicopters Limited
1503,https://arena.nafc.org.au/resource/api/ext/aircraft/1503,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,HDU-(JR),ZK-HDU,1,Stock Software (Testing Op)
2094,https://arena.nafc.org.au/resource/api/ext/aircraft/2094,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,HDU-(JR),ZK-HDU,456,Beck Helicopters Limited
2100,https://arena.nafc.org.au/resource/api/ext/aircraft/2100,HELICOPTER,MCDONNELL DOUGLAS HELICOPTER COMPANY,520N,RotType3,RW - Type 3 Light,HDW-(520N),ZK-HDW,458,Central South Island Helicopters Limited
2199,https://arena.nafc.org.au/resource/api/ext/aircraft/2199,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3,RotType3,RW - Type 3 Light,HEE-(B3),ZK-HEE,492,Skywork Helicopters Limited
316,https://arena.nafc.org.au/resource/api/ext/aircraft/316,HELICOPTER,BELL HELICOPTER CO,412 SP,RotType2,RW - Type 2 Medium,HELITAK 101,C-GBND,35,United Aero Helicopters
295,https://arena.nafc.org.au/resource/api/ext/aircraft/295,HELICOPTER,BELL HELICOPTER CO,412,RotType2,RW - Type 2 Medium,HELITAK 102,C-FWTY,35,United Aero Helicopters
2385,https://arena.nafc.org.au/resource/api/ext/aircraft/2385,HELICOPTER,SIKORSKY AIRCRAFT,UH-60A,RotType1,RW - Type 1 Heavy,HELITAK 125,N125FH,17,Kestrel Aviation P/L
1484,https://arena.nafc.org.au/resource/api/ext/aircraft/1484,HELICOPTER,KAWASAKI HEAVY INDUSTRIES,BK117 B-2,RotType2,RW - Type 2 Medium,HELITAK 201,VH-VRP,330,CareFlight
1485,https://arena.nafc.org.au/resource/api/ext/aircraft/1485,HELICOPTER,KAWASAKI HEAVY INDUSTRIES,BK117 B-2,RotType2,RW - Type 2 Medium,HELITAK 202,VH-VRQ,330,CareFlight
2280,https://arena.nafc.org.au/resource/api/ext/aircraft/2280,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,412EP,RotType2,RW - Type 2 Medium,HELITAK 203,VH-VJD,118,Coulson Aviation (Australia) Pty
2358,https://arena.nafc.org.au/resource/api/ext/aircraft/2358,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,412EP,RotType2,RW - Type 2 Medium,HELITAK 204,VH-VJF,118,Coulson Aviation (Australia) Pty
2830,https://arena.nafc.org.au/resource/api/ext/aircraft/2830,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,412EP,RotType2,RW - Type 2 Medium,HELITAK 205,VH-NPV,330,CareFlight
2013,https://arena.nafc.org.au/resource/api/ext/aircraft/2013,HELICOPTER,BELL HELICOPTER CO,212,RotType2,RW - Type 2 Medium,HELITAK 212,VH-NBN,4,Fleet Helicopters
2014,https://arena.nafc.org.au/resource/api/ext/aircraft/2014,HELICOPTER,BELL HELICOPTER CO,212,RotType2,RW - Type 2 Medium,HELITAK 212,VH-NBN,23,Commercial Helicopters (Aust) Pty Ltd
294,https://arena.nafc.org.au/resource/api/ext/aircraft/294,HELICOPTER,KAWASAKI HEAVY INDUSTRIES,BK117 B-2,RotType2,RW - Type 2 Medium,HELITAK 220,VH-UAX,35,United Aero Helicopters
282,https://arena.nafc.org.au/resource/api/ext/aircraft/282,HELICOPTER,OAS PARTS LLC,UH-1H,RotType2,RW - Type 2 Medium,HELITAK 223,VH-OXE,71,Touchdown Helicopters Pty Limited
371,https://arena.nafc.org.au/resource/api/ext/aircraft/371,HELICOPTER,KAWASAKI HEAVY INDUSTRIES	 LTD.,BK117 B-2,RotType2,RW - Type 2 Medium,HELITAK 224,VH-TKD,14,Helitreck
20,https://arena.nafc.org.au/resource/api/ext/aircraft/20,HELICOPTER,KAWASAKI HEAVY INDUSTRIES,BK117 B-2,RotType2,RW - Type 2 Medium,HELITAK 225,VH-FHB,14,Helitreck
31,https://arena.nafc.org.au/resource/api/ext/aircraft/31,HELICOPTER,KAWASAKI HEAVY INDUSTRIES,BK117 B-2,RotType2,RW - Type 2 Medium,HELITAK 226,VH-FHF,14,Helitreck
33,https://arena.nafc.org.au/resource/api/ext/aircraft/33,HELICOPTER,KAWASAKI HEAVY INDUSTRIES,BK117 B-2,RotType2,RW - Type 2 Medium,HELITAK 227,VH-FHD,14,Helitreck
52,https://arena.nafc.org.au/resource/api/ext/aircraft/52,HELICOPTER,BELL HELICOPTER CO,AMT UH-1H,RotType2,RW - Type 2 Medium,HELITAK 230,VH-UYH,25,Air T&G Pty Ltd
2655,https://arena.nafc.org.au/resource/api/ext/aircraft/2655,HELICOPTER,UNICAL - BOEING,CH-47D,RotType1,RW - Type 1 Heavy,HELITAK 231,N40CU,118,Coulson Aviation (Australia) Pty
2848,https://arena.nafc.org.au/resource/api/ext/aircraft/2848,HELICOPTER,SIKORSKY AIRCRAFT,EH-60A,RotType1,RW - Type 1 Heavy,HELITAK 233,N61AA,71,Touchdown Helicopters Pty Limited
2326,https://arena.nafc.org.au/resource/api/ext/aircraft/2326,HELICOPTER,KAWASAKI HEAVY INDUSTRIES	 LTD.,BK117 B-2,RotType2,RW - Type 2 Medium,HELITAK 237,VH-VCB,103,Orange Helicopters
279,https://arena.nafc.org.au/resource/api/ext/aircraft/279,HELICOPTER,BELL HELICOPTER CO,214B-1,RotType2,RW - Type 2 Medium,HELITAK 240,VH-SZV,48,McDermott Aviation Pty Ltd
278,https://arena.nafc.org.au/resource/api/ext/aircraft/278,HELICOPTER,BELL HELICOPTER CO,214B-1,RotType2,RW - Type 2 Medium,HELITAK 241,VH-SYU,48,McDermott Aviation Pty Ltd
1796,https://arena.nafc.org.au/resource/api/ext/aircraft/1796,HELICOPTER,BELL HELICOPTER CO,412EP,RotType2,RW - Type 2 Medium,HELITAK 248,VH-ESB,17,Kestrel Aviation P/L
1128,https://arena.nafc.org.au/resource/api/ext/aircraft/1128,HELICOPTER,BELL HELICOPTER CO,412,RotType2,RW - Type 2 Medium,HELITAK 249,VH-XCN,17,Kestrel Aviation P/L
1756,https://arena.nafc.org.au/resource/api/ext/aircraft/1756,HELICOPTER,BELL HELICOPTER CO,212,RotType2,RW - Type 2 Medium,HELITAK 251,C-GIUP,109,Valhalla Helicopters Pty Ltd.
331,https://arena.nafc.org.au/resource/api/ext/aircraft/331,HELICOPTER,BELL HELICOPTER CO,205 A1++,RotType2,RW - Type 2 Medium,HELITAK 252,C-FPSZ,109,Valhalla Helicopters Pty Ltd.
333,https://arena.nafc.org.au/resource/api/ext/aircraft/333,HELICOPTER,BELL HELICOPTER CO,205 A1++,RotType2,RW - Type 2 Medium,HELITAK 253,C-GRUV,109,Valhalla Helicopters Pty Ltd.
330,https://arena.nafc.org.au/resource/api/ext/aircraft/330,HELICOPTER,BELL HELICOPTER CO,212,RotType2,RW - Type 2 Medium,HELITAK 254,C-GLFT,109,Valhalla Helicopters Pty Ltd.
2612,https://arena.nafc.org.au/resource/api/ext/aircraft/2612,HELICOPTER,KAWASAKI HEAVY INDUSTRIES	 LTD.,BK117 B-2,RotType2,RW - Type 2 Medium,HELITAK 257,VH-FHZ,14,Helitreck
705,https://arena.nafc.org.au/resource/api/ext/aircraft/705,HELICOPTER,OAS PARTS LLC,UH-1H,RotType2,RW - Type 2 Medium,HELITAK 258,VH-OXU,193,NSW Helicopters
741,https://arena.nafc.org.au/resource/api/ext/aircraft/741,HELICOPTER,OAS PARTS LLC,UH-1H,RotType2,RW - Type 2 Medium,HELITAK 258,VH-OXU,244,Stock-Air Heliworks Pty Ltd
1714,https://arena.nafc.org.au/resource/api/ext/aircraft/1714,HELICOPTER,SIKORSKY AIRCRAFT,UH-60A,RotType1,RW - Type 1 Heavy,HELITAK 260,N563DJ,377,Alamah Pty Ltd
1177,https://arena.nafc.org.au/resource/api/ext/aircraft/1177,HELICOPTER,KAWASAKI HEAVY INDUSTRIES,BK117 B-2,RotType2,RW - Type 2 Medium,HELITAK 261,VH-BIF,16,Precision Helicopters
22,https://arena.nafc.org.au/resource/api/ext/aircraft/22,HELICOPTER,GARLICK HELICOPTERS INC,UH-1H,RotType2,RW - Type 2 Medium,HELITAK 263,VH-CPO,16,Precision Helicopters
1073,https://arena.nafc.org.au/resource/api/ext/aircraft/1073,HELICOPTER,GARLICK HELICOPTERS INC,UH-1H,RotType2,RW - Type 2 Medium,HELITAK 263,VH-CPO,39,Richmond Valley Aviation Pty Ltd
285,https://arena.nafc.org.au/resource/api/ext/aircraft/285,HELICOPTER,KAWASAKI HEAVY INDUSTRIES,BK117 B-2,RotType2,RW - Type 2 Medium,HELITAK 267,VH-UAN,35,United Aero Helicopters
1594,https://arena.nafc.org.au/resource/api/ext/aircraft/1594,HELICOPTER,BELL HELICOPTER TEXTRON,412,RotType2,RW - Type 2 Medium,HELITAK 270,VH-NSC,10,Sydney Helicopters
1535,https://arena.nafc.org.au/resource/api/ext/aircraft/1535,HELICOPTER,BELL HELICOPTER CO,205 A1,RotType2,RW - Type 2 Medium,HELITAK 271,VH-HUE,8,ODriscoll Aviation
2699,https://arena.nafc.org.au/resource/api/ext/aircraft/2699,HELICOPTER,BELL HELICOPTER TEXTRON INC.,205A-1,null,Unspecified,HELITAK 271,VH-HUE,583,Pay's Air Charter
2809,https://arena.nafc.org.au/resource/api/ext/aircraft/2809,HELICOPTER,BELL HELICOPTER TEXTRON INC.,205A-1,null,Unspecified,HELITAK 271,VH-HUE,70,Heli-Central Pty Ltd
