id,url,airframe,make,model,category,categoryReadable,callsign,registration,operatorId,operatorName
2134,https://arena.nafc.org.au/resource/api/ext/aircraft/2134,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,206L-4,RotType3,RW - Type 3 Light,ITL-(LR),ZK-ITL,468,Heli Otago
2048,https://arena.nafc.org.au/resource/api/ext/aircraft/2048,HELICOPTER,EUROCOPTER,AS 350 B3,RotType3,RW - Type 3 Light,ITM-(B3),ZK-ITM,440,Heli Glenorchy/Heliworks Queenstown
2163,https://arena.nafc.org.au/resource/api/ext/aircraft/2163,HELICOPTER,BELL HELICOPTER CO,206B,RotType3,RW - Type 3 Light,ITN-(JR),ZK-ITN,476,Lister Helicopters Limited
2177,https://arena.nafc.org.au/resource/api/ext/aircraft/2177,HELICOPTER,MCDONNELL DOUGLAS HELICOPTER COMPANY,520N,RotType3,RW - Type 3 Light,ITX-(520N),ZK-ITX,485,Rangitikei Helicopters Limited
2068,https://arena.nafc.org.au/resource/api/ext/aircraft/2068,HELICOPTER,EUROCOPTER,AS 350 B3,RotType3,RW - Type 3 Light,ITY-(B3),ZK-ITY,448,Te Anau Helicopter Services Ltd
2370,https://arena.nafc.org.au/resource/api/ext/aircraft/2370,HELICOPTER,EUROCOPTER,EC 130 B4,RotType3,RW - Type 3 Light,IUP-(EC130),ZK-IUP,550,Over The Top - The Helicopter Company
2116,https://arena.nafc.org.au/resource/api/ext/aircraft/2116,HELICOPTER,EUROCOPTER,AS 350 B3,RotType3,RW - Type 3 Light,IUU-(B3),ZK-IUU,462,Heli A1 Limited
2224,https://arena.nafc.org.au/resource/api/ext/aircraft/2224,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,IVA-(B2),ZK-IVA,499,Volcanic Air
2248,https://arena.nafc.org.au/resource/api/ext/aircraft/2248,HELICOPTER,MESSERSCHMITT-BOLKOW-BLOHM GMBH,MBB BK 117 B-2,RotType2,RW - Type 2 Medium,IVB-(BK),ZK-IVB,461,GCH Aviation
2371,https://arena.nafc.org.au/resource/api/ext/aircraft/2371,HELICOPTER,EUROCOPTER,EC 130 B4,RotType3,RW - Type 3 Light,IVP-(EC130),ZK-IVP,550,Over The Top - The Helicopter Company
2243,https://arena.nafc.org.au/resource/api/ext/aircraft/2243,HELICOPTER,BELL HELICOPTER CO,206L-4,RotType3,RW - Type 3 Light,IWA-(LR),ZK-IWA,505,Ashworth Helicopters (2009) Limited
2532,https://arena.nafc.org.au/resource/api/ext/aircraft/2532,HELICOPTER,EUROCOPTER,EC 120 B,RotType3,RW - Type 3 Light,IWC-(EC120),ZK-IWC,494,Southern Lakes Helicopters Limited
2142,https://arena.nafc.org.au/resource/api/ext/aircraft/2142,HELICOPTER,EUROCOPTER DEUTSCHLAND GMBH,MBB-BK 117 C-2,RotType2,RW - Type 2 Medium,IWD-(BK),ZK-IWD,468,Heli Otago
2036,https://arena.nafc.org.au/resource/api/ext/aircraft/2036,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B2,RotType3,RW - Type 3 Light,IWE-(B2),ZK-IWE,438,Glacier Southern Lakes Helicopters
2139,https://arena.nafc.org.au/resource/api/ext/aircraft/2139,HELICOPTER,BELL HELICOPTER CO,206B (III),RotType3,RW - Type 3 Light,IWM-(JR),ZK-IWM,468,Heli Otago
2103,https://arena.nafc.org.au/resource/api/ext/aircraft/2103,HELICOPTER,EUROCOPTER,EC130B4,RotType3,RW - Type 3 Light,IWN-(EC130),ZK-IWN,461,GCH Aviation
2550,https://arena.nafc.org.au/resource/api/ext/aircraft/2550,HELICOPTER,EUROCOPTER,EC 130 B4,RotType3,RW - Type 3 Light,IWS-(EC130),ZK-IWS,461,GCH Aviation
2135,https://arena.nafc.org.au/resource/api/ext/aircraft/2135,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LIMITED,206L-4,RotType3,RW - Type 3 Light,IWY-(LR),ZK-IWY,468,Heli Otago
2536,https://arena.nafc.org.au/resource/api/ext/aircraft/2536,HELICOPTER,BELL HELICOPTER TEXTRON CANADA LTD,429,RotType3,RW - Type 3 Light,IXW-(429),ZK-IXW,563,Advanced Flight Limited
2837,https://arena.nafc.org.au/resource/api/ext/aircraft/2837,HELICOPTER,MCDONNELL DOUGLAS HELICOPTER COMPANY,500N,RotType3,RW - Type 3 Light,IXX-(520N),ZK-IXX,606,Glacier Country Helicopters Limited
2168,https://arena.nafc.org.au/resource/api/ext/aircraft/2168,HELICOPTER,MCDONNELL DOUGLAS HELICOPTER COMPANY,902N,RotType3,RW - Type 3 Light,IYN-(MD900),ZK-IYN,478,Highland Helicopters
2208,https://arena.nafc.org.au/resource/api/ext/aircraft/2208,HELICOPTER,KAWASAKI HEAVY INDUSTRIES	 LTD.,BK117 C-1,RotType2,RW - Type 2 Medium,IYY-(BK),ZK-IYY,494,Southern Lakes Helicopters Limited
2867,https://arena.nafc.org.au/resource/api/ext/aircraft/2867,HELICOPTER,EUROCOPTER,AS 350 BA,RotType3,RW - Type 3 Light,IZW-(BA),ZK-IZW,511,Oceania Helicopters Tauranga Limited
2744,https://arena.nafc.org.au/resource/api/ext/aircraft/2744,HELICOPTER,BELL HELICOPTER TEXTRON,206L-1,RotType3,RW - Type 3 Light,IZY-(LR),ZK-IZY,459,CTC Helicopters Tasman Limited
2117,https://arena.nafc.org.au/resource/api/ext/aircraft/2117,HELICOPTER,EUROCOPTER,AS 350 BA,RotType3,RW - Type 3 Light,IZZ-(BA),ZK-IZZ,462,Heli A1 Limited
2654,https://arena.nafc.org.au/resource/api/ext/aircraft/2654,FIXED_WING,BOMBARDIER INC,CL-600-2B16,FixOther,FW - Other,JCJ-(F/W) JET,ZK-JCJ,461,GCH Aviation
2095,https://arena.nafc.org.au/resource/api/ext/aircraft/2095,FIXED_WING,CESSNA AIRCRAFT COMPANY,180K,FixAas,FW - AAS / Recce,JCW-(F/W-180),ZK-JCW,457,Canterbury Aviation
2850,https://arena.nafc.org.au/resource/api/ext/aircraft/2850,FIXED_WING,GIPPSLAND AERONAUTICS PTY. LTD.,GA8 ,FixAas,FW - AAS / Recce,KBZ-(F/W),ZK-KBZ,493,South Pacific Helicopters/Wings over Whales
757,https://arena.nafc.org.au/resource/api/ext/aircraft/757,HELICOPTER,EUROCOPTER DEUTSCHLAND GMBH,EC135 P2+,RotType3,RW - Type 3 Light,LIFESAVER 30,VH-VJB,3,Microflite Helicopter Services
2279,https://arena.nafc.org.au/resource/api/ext/aircraft/2279,HELICOPTER,EUROCOPTER,EC120B,RotType3,RW - Type 3 Light,LIFESAVER 31,VH-XXR,3,Microflite Helicopter Services
2182,https://arena.nafc.org.au/resource/api/ext/aircraft/2182,FIXED_WING,PACIFIC AEROSPACE CORPORATION,08-600,FixType5,FW - Type 5 SEAT,LTB-(F/W),ZK-LTB,486,Aerowork
2181,https://arena.nafc.org.au/resource/api/ext/aircraft/2181,FIXED_WING,PACIFIC AEROSPACE CORPORATION,08-600,FixType5,FW - Type 5 SEAT,LTW-(F/W),ZK-LTW,486,Aerowork
2895,https://arena.nafc.org.au/resource/api/ext/aircraft/2895,FIXED_WING,AIR TRACTOR INC,AT-502B,FixType4,FW - Type 4 SEAT,MAA-(FW 502),ZK-MAA,616,Super Air Ltd
2885,https://arena.nafc.org.au/resource/api/ext/aircraft/2885,FIXED_WING,AIR TRACTOR INC,AT-502B,FixType4,FW - Type 4 SEAT,MAE-(FW 502),ZK-MAE,616,Super Air Ltd
2294,https://arena.nafc.org.au/resource/api/ext/aircraft/2294,HELICOPTER,OTHER,RW RPAS,UAV,Unmanned Aerial Vehicle,MAVIC07,MAVIC07,515,Air Support QLD
2564,https://arena.nafc.org.au/resource/api/ext/aircraft/2564,FIXED_WING,PILATUS AIRCRAFT LTD,PC-6,FixAas,FW - AAS / Recce,MCK-(F/W),ZK-MCK,565,Nelson Tasman Air & Inflite Charters
2565,https://arena.nafc.org.au/resource/api/ext/aircraft/2565,FIXED_WING,PILATUS AIRCRAFT LTD,PC-6,FixAas,FW - AAS / Recce,MCN-(F/W),ZK-MCN,565,Nelson Tasman Air & Inflite Charters
2566,https://arena.nafc.org.au/resource/api/ext/aircraft/2566,FIXED_WING,PILATUS AIRCRAFT LTD,PC-6,FixAas,FW - AAS / Recce,MCT-(F/W),ZK-MCT,565,Nelson Tasman Air & Inflite Charters
2169,https://arena.nafc.org.au/resource/api/ext/aircraft/2169,FIXED_WING,AIR TRACTOR INC,AT-402B,FixType5,FW - Type 5 SEAT,MOT-(F/W),ZK-MOT,479,Motunau Ag Air Limited
2112,https://arena.nafc.org.au/resource/api/ext/aircraft/2112,FIXED_WING,CESSNA AIRCRAFT COMPANY,441,FixOther,FW - Other,NFD-(F/W) AIR AMB,ZK-NFD,461,GCH Aviation
2171,https://arena.nafc.org.au/resource/api/ext/aircraft/2171,FIXED_WING,PACIFIC AEROSPACE CORPORATION,08-600,FixType5,FW - Type 5 SEAT,OAL-(FW),ZK-OAL,481,Otago Airspread Limited
2172,https://arena.nafc.org.au/resource/api/ext/aircraft/2172,FIXED_WING,PACIFIC AEROSPACE CORPORATION,08-600,FixType5,FW - Type 5 SEAT,OAS-(FW),ZK-OAS,481,Otago Airspread Limited
1566,https://arena.nafc.org.au/resource/api/ext/aircraft/1566,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3E,RotType3,RW - Type 3 Light,PARKAIR 1,VH-NPX,22,National Parks & Wildlife
90,https://arena.nafc.org.au/resource/api/ext/aircraft/90,HELICOPTER,EUROCOPTER FRANCE,AS.350B3,RotType3,RW - Type 3 Light,PARKAIR 2,VH-NPD,22,National Parks & Wildlife
2812,https://arena.nafc.org.au/resource/api/ext/aircraft/2812,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3E,RotType3,RW - Type 3 Light,PARKAIR 3,VH-WDS,22,National Parks & Wildlife
299,https://arena.nafc.org.au/resource/api/ext/aircraft/299,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3E,RotType3,RW - Type 3 Light,PARKAIR 4,VH-UAH,22,National Parks & Wildlife
2815,https://arena.nafc.org.au/resource/api/ext/aircraft/2815,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3,RotType3,RW - Type 3 Light,PARKAIR 4,VH-UAH,35,United Aero Helicopters
91,https://arena.nafc.org.au/resource/api/ext/aircraft/91,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3E,RotType3,RW - Type 3 Light,PARKAIR 5,VH-ZHG,22,National Parks & Wildlife
2816,https://arena.nafc.org.au/resource/api/ext/aircraft/2816,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3,RotType3,RW - Type 3 Light,PARKAIR 5,VH-ZHG,35,United Aero Helicopters
1701,https://arena.nafc.org.au/resource/api/ext/aircraft/1701,FIXED_WING,TEXTRON AVIATION INC.,208B,FixAas,FW - AAS / Recce,PARKAIR 6,VH-TFV,22,National Parks & Wildlife
2210,https://arena.nafc.org.au/resource/api/ext/aircraft/2210,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,PARKAIR 7,VH-TQV,22,National Parks & Wildlife
216,https://arena.nafc.org.au/resource/api/ext/aircraft/216,HELICOPTER,EUROCOPTER,AS.350B3,RotType3,RW - Type 3 Light,PARKAIR 8,VH-TMY,35,United Aero Helicopters
2917,https://arena.nafc.org.au/resource/api/ext/aircraft/2917,HELICOPTER,BELL HELICOPTER CO,412EP,RotType2,RW - Type 2 Medium,RESCUE 651,VH-EWA,625,DFES Rescue
2918,https://arena.nafc.org.au/resource/api/ext/aircraft/2918,HELICOPTER,BELL HELICOPTER CO,412EP,RotType2,RW - Type 2 Medium,RESCUE 652,VH-EPK,625,DFES Rescue
2916,https://arena.nafc.org.au/resource/api/ext/aircraft/2916,HELICOPTER,BELL HELICOPTER CO,412EP,RotType2,RW - Type 2 Medium,RESCUE 653,VH-VAA,625,DFES Rescue
2196,https://arena.nafc.org.au/resource/api/ext/aircraft/2196,FIXED_WING,AIR TRACTOR INC,AT-402,FixType5,FW - Type 5 SEAT,SAT-(F/W),ZK-SAT,491,Skyfarmers Aviation Limited
2195,https://arena.nafc.org.au/resource/api/ext/aircraft/2195,FIXED_WING,AIR TRACTOR INC,AT-504,FixType4,FW - Type 4 SEAT,SKF-(F/W),ZK-SKF,491,Skyfarmers Aviation Limited
2522,https://arena.nafc.org.au/resource/api/ext/aircraft/2522,FIXED_WING,PACIFIC AEROSPACE CORPORATION,08-600,FixType5,FW - Type 5 SEAT,SUZ-(F/W),ZK-SUZ,489,Rural Air Work Limited
2585,https://arena.nafc.org.au/resource/api/ext/aircraft/2585,FIXED_WING,PACIFIC AEROSPACE CORPORATION,750XL,FixType5,FW - Type 5 SEAT,SWA-(F/W),ZK-SWA,568,Farmers Air Limited
2896,https://arena.nafc.org.au/resource/api/ext/aircraft/2896,FIXED_WING,AIR TRACTOR INC,AT-502,FixType4,FW - Type 4 SEAT,SXP-(FW 502),ZK-SXP,616,Super Air Ltd
2189,https://arena.nafc.org.au/resource/api/ext/aircraft/2189,FIXED_WING,PACIFIC AEROSPACE CORPORATION,08-600,FixType5,FW - Type 5 SEAT,TPW-(F/W),ZK-TPW,489,Rural Air Work Limited
328,https://arena.nafc.org.au/resource/api/ext/aircraft/328,HELICOPTER,OTHER,RW RPAS,UAV,Unmanned Aerial Vehicle,UAS 200,RPA DJI001,98,Alphaflight Aero
2586,https://arena.nafc.org.au/resource/api/ext/aircraft/2586,FIXED_WING,PACIFIC AEROSPACE CORPORATION,750XL,FixType5,FW - Type 5 SEAT,XLC-(F/W),ZK-XLC,568,Farmers Air Limited
2190,https://arena.nafc.org.au/resource/api/ext/aircraft/2190,FIXED_WING,PACIFIC AEROSPACE CORPORATION,750XL,FixType5,FW - Type 5 SEAT,XLR-(F/W),ZK-XLR,489,Rural Air Work Limited
2839,https://arena.nafc.org.au/resource/api/ext/aircraft/2839,FIXED_WING,PACIFIC AEROSPACE CORPORATION,750XL,FixType5,FW - Type 5 SEAT,XLR-(F/W),ZK-XLR,481,Otago Airspread Limited
